Estado,Usuario_agencia_estatal,Usuario_municipal?,Fecha,Mes,Dia,Ano,Factura no.,Marca,Pais_origen_empresa,No_piezas,Costo_Pesos_Mex,Calibre,Semi_auto_auto_n_a,Tipo,Comentario
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,29/3/2011,3,29,2011,5942,Sig Sauer,Estados Unidos,50,"411,476",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,,8/4/2011,4,8,2011,5989,Glock,Austria,190,"1,271,777",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,,8/4/2011,4,8,2011,5989,Mendoza,México,45,"473,344",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,26/5/2011,5,26,2011,127823,Beretta,Italia,1,"7,861",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,26/5/2011,5,26,2011,127828,Sako,Finlandia,1,"84,359",".308"" win",n.a.,Fusil,
Estado Mexico,Agencia de Seguridad Estatal,,26/5/2011,5,26,2011,127820,Mendoza,México,98,"1,030,838",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,28/6/2011,6,28,2011,37,Mendoza,México,28,"261,967",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,3/8/2011,8,3,2011,263,Combined Systems,Estados Unidos,1,"6,526",NA,n.a.,Lanzador simple,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,3/8/2011,8,3,2011,264,Sig Sauer,Estados Unidos,37,"913,060",5.56mm,Semi-auto,Rifle,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,3/8/2011,8,3,2011,265,Sig Sauer,Estados Unidos,50,"1,180,463",5.56mm,Semi-auto,Rifle,
Estado Mexico,,,3/8/2011,8,3,2011,260,Beretta,Italia,170,"1,286,694",9mm,n.a.,Pistola,
Estado Mexico,,,3/8/2011,8,3,2011,260,I.W.I.,Israel,200,"4,507,250",5.56mm,Automática,Fusil,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,7/10/2011,10,7,2011,615,Mendoza,México,4,"41,166",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,7/10/2011,10,7,2011,616,Mendoza,México,5,"51,458",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,,31/10/2011,10,31,2011,732,Sig Sauer,Estados Unidos,421,"5,096,963",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,846,Beretta,Italia,30,"238,193",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,846,Beretta,Italia,30,"612,203",5.56mm,Semi-auto,Rifle,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,843,Glock,Austria,10,"68,839",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,843,Mossberg,Estados Unidos,4,"11,409",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,847,Beretta,Italia,20,"408,135",5.56mm,Semi-auto,Rifle,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,847,Glock,Austria,81,"557,594",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,848,Glock,Austria,11,"75,723",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,844,Sig Sauer,Estados Unidos,10,"237,217",5.56mm,Semi-auto,Rifle,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,851,Beretta,Italia,100,"793,975",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,851,Mossberg,Estados Unidos,2,"5,705",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,851,Sako,Finlandia,1,"67,659",".308"" win",n.a.,Fusil,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,851,Sig Sauer,Estados Unidos,10,"108,243",".357"" sig",n.a.,Pistola,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,844,Sig Sauer,Estados Unidos,30,"254,941",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,850,Glock,Austria,10,"68,839",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,850,Mendoza,México,3,"30,874",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,850,Mossberg,Estados Unidos,2,"5,705",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,850,Sako,Finlandia,1,"67,659",".308"" win",n.a.,Fusil,
Estado Mexico,,Policias municipales,11/11/2011,11,11,2011,852,Sig Sauer,Estados Unidos,98,"832,806",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/11/2011,11,24,2011,959,Mendoza,México,2,"20,583",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/11/2011,11,24,2011,959,Mossberg,Estados Unidos,5,"14,262",12 G.A.,n.a.,Escopeta,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/11/2011,11,24,2011,960,Beretta,Italia,1,"7,848",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/11/2011,11,24,2011,954,Mendoza,México,6,"61,749",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/11/2011,11,24,2011,956,Mendoza,México,1,"10,292",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,,24/11/2011,11,24,2011,963,Sig Sauer,Estados Unidos,3,"25,494",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,966,I.W.I.,Israel,1,"23,579",5.56mm,n.a.,Fusil,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,967,Mendoza,México,5,"51,458",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,972,Sig Sauer,Estados Unidos,5,"42,490",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,980,Beretta,Italia,5,"39,241",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,978,Mendoza,México,2,"20,583",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,979,Mendoza,México,2,"20,583",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,984,Mendoza,México,2,"20,583",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,992,Mendoza,México,2,"20,583",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,992,Sig Sauer,Estados Unidos,2,"16,996",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,987,Beretta,Italia,10,"78,481",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,987,Combined Systems,Estados Unidos,2,"15,509",NA,n.a.,Lanzador simple,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,989,Sig Sauer,Estados Unidos,15,"127,470",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,991,Mendoza,México,4,"41,166",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,991,Mossberg,Estados Unidos,2,"5,705",12 G.A.,n.a.,Escopeta,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,993,Beretta,Italia,5,"39,241",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/11/2011,11,25,2011,995,Beretta,Italia,22,"172,659",9mm,Semi-auto,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1297,Glock,Austria,5,"34,419",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1299,Glock,Austria,5,"34,419",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1289,Beretta,Italia,20,"162,637",9mm,Semi-auto,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1300,Glock,Austria,61,"419,916",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1301,Glock,Austria,2,"13,768",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1302,Glock,Austria,5,"34,419",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1303,Glock,Austria,10,"68,839",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1304,Glock,Austria,2,"13,768",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1305,Glock,Austria,10,"68,839",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1306,Glock,Austria,4,"27,536",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1307,Glock,Austria,15,"103,258",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1312,Glock,Austria,6,"41,303",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1308,Glock,Austria,4,"27,536",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1309,Glock,Austria,2,"13,768",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1310,Glock,Austria,2,"13,768",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1293,DPMS,Estados Unidos,5,"124,622",".308"" win",Semi-auto,Fusil,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1311,Glock,Austria,2,"13,768",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1294,DPMS,Estados Unidos,2,"49,849",".308"" win",Semi-auto,Fusil,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1295,DPMS,Estados Unidos,2,"49,848",".308"" win",Semi-auto,Fusil,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1296,DPMS,Estados Unidos,1,"23,850",".308"" win",Semi-auto,Fusil,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,25/1/2012,1,25,2012,1298,Glock,Austria,10,"68,839",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Cuidadania,,25/1/2012,1,25,2012,1290,Beretta,Italia,100,"837,180",9mm,Semi-auto,Pistola,
Estado Mexico,Secretaria de Seguridad Cuidadania,,25/1/2012,1,25,2012,1290,Beretta,Italia,75,"1,613,759",5.56mm,Semi-auto,Rifle,
Estado Mexico,Secretaria de Seguridad Cuidadania,,25/1/2012,1,25,2012,1290,Mendoza,México,4,"41,166",9mm,Semi-auto,Pistola,
Estado Mexico,Secretaria de Seguridad Cuidadania,,25/1/2012,1,25,2012,1290,Sig Sauer,Estados Unidos,100,"1,226,070",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,26/1/2012,1,26,2012,1292,DPMS,Estados Unidos,11,"274,168",".308"" win",Semi-auto,Fusil,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,26/1/2012,1,26,2012,1292,Glock,Austria,5,"34,419",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/2/2012,2,29,2012,1503,Sig Sauer,Estados Unidos,6,"102,641",5.56mm,Semi-auto,Rifle,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/2/2012,2,29,2012,1509,Sig Sauer,Estados Unidos,25,"232,420",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/2/2012,2,29,2012,1520,Sig Sauer,Estados Unidos,18,"307,923",5.56mm,Semi-auto,Rifle,
Estado Mexico,Secretaria de Seguridad Cuidadania,,29/2/2012,2,29,2012,1502,Sig Sauer,Estados Unidos,279,"5,338,302",5.56mm,Semi-auto,Rifle,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,29/3/2012,3,29,2012,1697,Bushmaster,Estados Unidos,2,"30,737",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,29/3/2012,3,29,2012,1698,Bushmaster,Estados Unidos,3,"46,105",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1692,Sig Sauer,Estados Unidos,7,"65,078",9mm,n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1695,Bushmaster,Estados Unidos,2,"30,737",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1696,Bushmaster,Estados Unidos,10,"153,684",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1699,Bushmaster,Estados Unidos,8,"122,948",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1693,Sig Sauer,Estados Unidos,10,"104,823",".357"" sig",n.a.,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1694,Sniper,Estados Unidos,6,"151,249",7.62mm,Semi-auto,Fusil,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1700,Bushmaster,Estados Unidos,1,"15,368",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1720,Bushmaster,Estados Unidos,1,"15,368",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1702,Bushmaster,Estados Unidos,5,"76,842",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1703,Bushmaster,Estados Unidos,10,"153,684",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1704,Bushmaster,Estados Unidos,5,"76,842",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1705,Bushmaster,Estados Unidos,4,"61,474",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1706,Bushmaster,Estados Unidos,4,"61,474",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1707,Bushmaster,Estados Unidos,5,"76,842",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,Policias municipales,29/3/2012,3,29,2012,1708,Bushmaster,Estados Unidos,10,"153,684",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,25/4/2012,4,25,2012,1056,Glock,Austria,15,"103,258",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,25/4/2012,4,25,2012,1081,Glock,Austria,50,"376,547",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,25/4/2012,4,25,2012,VM - 1087,Glock,Austria,30,"225,928",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,25/4/2012,4,25,2012,VM - 1104,Glock,Austria,31,"233,459",9mm,n.a.,Pistola,
Estado Mexico,,,25/4/2012,4,25,2012,VM - 1109,Glock,Austria,175,"1,364,540",9mm,n.a.,Pistola,
Estado Mexico,,,25/4/2012,4,25,2012,VM - 1109,Mendoza,México,9,"92,623",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2141,Bushmaster,Estados Unidos,6,"92,210",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2163,Bushmaster,Estados Unidos,8,"127,612",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2158,Bushmaster,Estados Unidos,13,"196,937",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2166,Bushmaster,Estados Unidos,2,"31,903",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2140,Bushmaster,Estados Unidos,18,"276,631",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2168,Bushmaster,Estados Unidos,2,"31,903",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2174,Bushmaster,Estados Unidos,10,"159,516",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2177,Bushmaster,Estados Unidos,3,"47,854",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2157,Bushmaster,Estados Unidos,43,"642,500",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2178,Bushmaster,Estados Unidos,1,"15,951",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2142,Bushmaster,Estados Unidos,20,"324,187",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2179,Bushmaster,Estados Unidos,8,"127,612",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2180,Bushmaster,Estados Unidos,4,"63,806",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2159,Bushmaster,Estados Unidos,13,"196,937",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2156,Bushmaster,Estados Unidos,5,"74,709",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2139,Bushmaster,Estados Unidos,6,"92,210",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2155,Bushmaster,Estados Unidos,11,"164,360",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2154,Bushmaster,Estados Unidos,9,"138,315",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2151,Bushmaster,Estados Unidos,5,"76,842",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2012,5,19,2012,VM - 2162,Bushmaster,Estados Unidos,13,"194,244",5.56mm,Semi-auto,Carabina,
Estado Mexico,,,19/5/2012,5,19,2012,VM -2138,Bushmaster,Estados Unidos,8,"122,947",".223"" rem",Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,,21/5/2012,5,21,2012,VM - 2218,Bushmaster,Estados Unidos,48,"867,283",5.56mm,Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,,21/5/2012,5,21,2012,VM - 2218,Mendoza,México,8,"82,332",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2213,Sig Sauer,Estados Unidos,25,"232,420",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2208,Bushmaster,Estados Unidos,17,"323,155",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2189,Bushmaster,Estados Unidos,5,"79,758",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2209,Bushmaster,Estados Unidos,17,"264,371",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2193,Bushmaster,Estados Unidos,4,"63,806",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2198,Bushmaster,Estados Unidos,10,"159,516",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2214,I.W.I.,Israel,30,"241,173",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2210,Bushmaster,Estados Unidos,2,"31,903",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2204,Bushmaster,Estados Unidos,6,"95,709",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2205,Bushmaster,Estados Unidos,4,"63,806",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2206,Bushmaster,Estados Unidos,12,"191,419",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2211,Bushmaster,Estados Unidos,9,"171,082",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2231,Bushmaster,Estados Unidos,9,"171,082",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2212,Bushmaster,Estados Unidos,10,"162,093",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,21/5/2012,5,21,2012,VM - 2207,Bushmaster,Estados Unidos,2,"31,903",5.56mm,Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,,31/5/2012,5,31,2012,VM - 2710,Bushmaster,Estados Unidos,77,"1,391,266",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,31/5/2012,5,31,2012,VM - 2709,Bushmaster,Estados Unidos,35,"540,454",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,,12/7/2012,7,12,2012,VM - 4547,Beretta,Italia,60,"469,579",9mm,Semi-auto,Pistola,
Estado Mexico,,,12/7/2012,7,12,2012,VM - 4547,I.W.I.,Israel,22,"592,498",5.56mm,Automática,Fusil galil,
Estado Mexico,,Policias municipales,22/8/2012,8,22,2012,VM - 6280,Bushmaster,Estados Unidos,83,"1,281,649",".223"" rem",Semi-auto,Carabina,
Estado Mexico,,Policias municipales,22/8/2012,8,22,2012,VM - 6284,Bushmaster,Estados Unidos,62,"988,999",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,22/8/2012,8,22,2012,VM - 6281,Bushmaster,Estados Unidos,25,"398,790",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,22/8/2012,8,22,2012,VM - 6283,Bushmaster,Estados Unidos,14,"223,322",5.56mm,Semi-auto,Carabina,
Estado Mexico,Secretaria de Seguridad Ciudadana,,11/1/2013,1,11,2013,VM - 13531,Beretta,Italia,1022,"7,313,879",9mm,Semi-auto,Pistola,
Estado Mexico,Secretaria de Seguridad Ciudadana,,11/1/2013,1,11,2013,VM - 13531,Mendoza,México,500,"5,917,814",".380""",Semi-auto,Subametralladora,
Estado Mexico,Secretaria de Seguridad Ciudadana,,18/4/2013,4,18,2013,VM - 18105,Beretta,Italia,12,"85,877",9mm,Semi-auto,Pistola,
